Reachability,Admin Status,Device Name,IP Address,DNS Name,Device Type,Last Inventory Collection Status,Last Successful Collection Time,Software Version,Location,Creation Timestamp,Serial Number
REACHABLE,Managed,BDG-KJRY-EN1-C516Z,114.1.186.247,114.1.186.247,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:08:56 PM UTC",7.3.1,03SUB184 KALIJATI_RAYA_SUB BANDUNG WEST JAVA ,"September 9, 2021 3:02:06 PM UTC",FOC2525NP01
REACHABLE,Managed,BDG-KJSR-EN1-C506Z,114.1.186.31,114.1.186.31,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:02:02 PM UTC",7.3.2,03BDG545_KUJANGSARI_BDG_PL,"March 23, 2021 1:08:52 AM UTC",FOC2502NNFG
REACHABLE,Managed,BDG-KJTT-EN1-C506Z,114.1.186.70,114.1.186.70,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:02:32 PM UTC",7.3.1,03SUB176_KALIJATI_TIMUR_SUB,"March 24, 2021 2:38:46 AM UTC",FOC2503PGCF
REACHABLE,Managed,BDG-KKPI-EN1-C506Z,114.1.187.146,114.1.187.146,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:14:28 PM UTC",7.3.2,03BDG281 KEBONKOPI_PL_fix CENTRAL JAVA,"February 8, 2022 7:26:12 AM UTC",FOC2540NLDN
REACHABLE,Managed,BDG-KLJT-AN1-C5504,114.1.187.21,114.1.187.21,Cisco NCS 5504,Completed,"July 20, 2022 8:15:43 PM UTC",7.3.2,03SUB008 KALIJATI WEST JAVA,"December 12, 2021 4:34:00 PM UTC",FOX2442PA3F
REACHABLE,Managed,BDG-KLKR-EN1-C516Z,114.1.188.19,114.1.188.19,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:22:56 PM UTC",7.5.2,03BDG677 KAULAKREASI_BDG_MT BANDUNG WJRO,"May 24, 2022 8:08:08 AM UTC",FOC2611N7NT
REACHABLE,Managed,BDG-KLLT-EN1-C506Z,114.1.188.103,114.1.188.103,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:16:59 PM UTC",7.3.2,03SRN733_KULALET_SRN_IB BANDUNG WEST JAVA,"February 20, 2022 12:47:52 PM UTC",FOC2545N7Z0
REACHABLE,Managed,BDG-KLUK-EN1-C516Z,114.1.188.65,114.1.188.65,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:22:58 PM UTC",7.5.2,03SRN389 KLIUK_SRN_PL WEST JAVA,"May 24, 2022 8:08:08 AM UTC",FOC2615KZ55
REACHABLE,Managed,BDG-KMSN-EN1-C516Z,114.1.188.100,114.1.188.100,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:22:51 PM UTC",7.5.2,03SRN600 KAMASAN_SRN_GH WEST JAVA,"May 18, 2022 1:35:47 PM UTC",FOC2615KZL6
REACHABLE,Managed,BDG-KOPO-AN1-C5504,114.1.187.13,114.1.187.13,Cisco NCS 5504,Completed,"July 20, 2022 8:15:08 PM UTC",7.3.2,03BDG004 KOPO WEST JAVA,"November 20, 2021 4:48:21 PM UTC",FOX2446P4Q2
REACHABLE,Managed,BDG-KPAD-EN1-C506Z,114.1.187.204,114.1.187.204,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:20:42 PM UTC",7.3.2,03BDG123 KPAD_TB WEST JAVA,"April 21, 2022 10:14:23 AM UTC",FOC2545N7YY
REACHABLE,Managed,BDG-KPLD-EN1-C516Z,114.1.188.203,114.1.188.203,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:24:47 PM UTC",7.5.2,100485 KARAPITANPALEDANG_ST WEST JAVA,"July 2, 2022 4:12:07 PM UTC",FOC2614PDHL
REACHABLE,Managed,BDG-KPPM-AN1-C5504,114.1.187.23,114.1.187.23,Cisco NCS 5504,Completed,"July 20, 2022 8:23:27 PM UTC",7.3.2,03SRN014 KP_PERMAI WEST JAVA,"March 24, 2022 9:15:58 AM UTC",FOX2446P57X
REACHABLE,Managed,BDG-KPPS-EN1-C506Z,114.1.187.95,114.1.187.95,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:08:46 PM UTC",7.3.1,03SRN703 KP_PAMOYANAN_SRN WEST JAVA,"September 15, 2021 7:31:46 PM UTC",FOC2532N3XU
REACHABLE,Managed,BDG-KPTL-EN1-C506Z,114.1.186.200,114.1.186.200,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:10:21 PM UTC",7.3.1,03GRT193 KPTALUN_GRT WEST JAVA,"October 18, 2021 11:45:26 AM UTC",FOC2523N4CP
REACHABLE,Managed,BDG-KRCD-AN1-C5504,114.1.187.3,114.1.187.3,Cisco NCS 5504,Completed,"July 20, 2022 8:23:00 PM UTC",7.3.2,03BDG020 KIARA_CONDONG WEST JAVA,"March 9, 2022 9:02:55 PM UTC",FOX2445P4GQ
REACHABLE,Managed,BDG-KRKF-EN1-C506Z,114.1.186.181,114.1.186.181,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:05:52 PM UTC",7.3.1,03CMI038 KERKOF_TB WEST JAVA,"July 5, 2021 6:11:42 PM UTC",FOC2522NGGP
REACHABLE,Managed,BDG-KRTC-EN1-C516Z,114.1.188.179,114.1.188.179,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:25:14 PM UTC",7.5.2,104751 KRTINGGAL_CIHAMPELAS_TB WEST JAVA,"July 7, 2022 12:38:26 PM UTC",FOC2615KZB7
REACHABLE,Managed,BDG-KSOM-EN1-C55A2,114.1.187.78,114.1.187.78,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 8:06:34 PM UTC",7.3.1,03SUB004 KASOMALANG WEST JAVA,"July 7, 2021 7:04:04 PM UTC",FOC2452R08L
REACHABLE,Managed,BDG-KTJY-EN1-C506Z,114.1.186.153,114.1.186.153,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:04:11 PM UTC",7.3.1,03SUB073 KERTAJAYA_TB BANDUNG WEST JAVA,"June 8, 2021 3:38:18 AM UTC",FOC2503PGAB
REACHABLE,Managed,BDG-KTMR-EN1-C516Z,114.1.187.128,114.1.187.128,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:07:04 PM UTC",7.3.1,03SRN228 KATUMIRI_TB WEST JAVA,"August 4, 2021 3:07:55 AM UTC",FOC2525NNZU
REACHABLE,Managed,BDG-KTPG-EN1-C516Z,114.1.188.94,114.1.188.94,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:23:00 PM UTC",7.5.2,03SRN125 KETAPANG2 WEST JAVA,"May 24, 2022 8:08:08 AM UTC",FOC2615KZE1
REACHABLE,Managed,BDG-KWNG-EN1-C506Z,114.1.186.47,114.1.186.47,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:02:02 PM UTC",7.3.2,03BDG576 - KAWUNG_UNGU_BDG_IB WEST JAVA,"April 3, 2021 8:11:07 PM UTC",FOC2503PGBU
REACHABLE,Managed,BDG-KWSB-EN1-C506Z,114.1.186.103,114.1.186.103,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:23:58 PM UTC",7.5.2,03SUB179 KASOMALANG_WETAN_SUB BANDUNG WJRO,"June 7, 2022 6:25:03 PM UTC",FOC2551P4WA
REACHABLE,Managed,BDG-LBCT-EN1-C55A2,114.1.187.79,114.1.187.79,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 8:04:56 PM UTC",7.3.2,03SRN031 LEMBANG CITY WEST JAVA,"June 21, 2021 6:05:08 PM UTC",FOC2448R22S
REACHABLE,Managed,BDG-LBGD-AN1-C5504,114.1.187.18,114.1.187.18,Cisco NCS 5504,Completed,"July 20, 2022 8:16:04 PM UTC",7.3.2,03SRN002 LEBOK_GEDE AN2 WEST JAVA,"December 7, 2021 10:43:13 PM UTC",FOX2444PF7J
REACHABLE,Managed,BDG-LBGE-EN1-C506Z,114.1.186.55,114.1.186.55,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:03:52 PM UTC",7.3.1,03BDG547_LEBAK_GEDE_BDG_ST CENTRAL_JAVA,"May 23, 2021 11:19:07 AM UTC",FOC2503PG9V
REACHABLE,Managed,BDG-LBGN-EN1-C506Z,114.1.186.207,114.1.186.207,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:09:05 PM UTC",7.3.1,03GRT014 LIMBANGAN_LIO WEST JAVA,"September 25, 2021 7:51:46 AM UTC",FOC2503PGCE
REACHABLE,Managed,BDG-LBKY-EN1-C516Z,114.1.186.218,114.1.186.218,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:11:11 PM UTC",7.3.1,03IND137 LEBAKKAYU_IND BANDUNG WEST JAVA ,"October 21, 2021 12:09:20 PM UTC",FOC2535N9AP
REACHABLE,Managed,BDG-LBWT-EN1-C55A2,114.1.187.109,114.1.187.109,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 8:14:11 PM UTC",7.3.2,03SRN266 LEMBURAWI_TB WEST JAVA,"February 7, 2022 5:15:59 AM UTC",FOC2544R1V4
REACHABLE,Managed,BDG-LDCD-EN1-C516Z,114.1.188.219,114.1.188.219,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:25:23 PM UTC",7.5.2,600975 LEDENGCIDADAP_PL WEST JAVA,"July 8, 2022 7:25:12 PM UTC",FOC2614K9VH
REACHABLE,Managed,BDG-LGOG-EN1-C506Z,114.1.186.171,114.1.186.171,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:05:37 PM UTC",7.3.1,03SMD063 LEGOG WEST JAVA,"June 30, 2021 5:20:01 PM UTC",FOC2522NGFF
REACHABLE,Managed,BDG-LICN-EN1-C506Z,114.1.186.21,114.1.186.21,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:02:02 PM UTC",7.3.2,03SMD071 LICIN_MT WEST JAVA,"March 23, 2021 12:03:08 PM UTC",FOC2503PG3Y
REACHABLE,Managed,BDG-LIOO-EN1-C516Z,114.1.186.228,114.1.186.228,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:10:51 PM UTC",7.3.1,03SRN604 LIO_SRN_TB WEST JAVA,"October 16, 2021 12:30:44 PM UTC",FOC2528NHQK
REACHABLE,Managed,BDG-LITB-EN1-C516Z,114.1.187.222,114.1.187.222,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:23:14 PM UTC",7.5.2,03BDG335 LABTEK-ITB WEST JAVA,"May 25, 2022 10:52:17 PM UTC",FOC2615KZLZ
REACHABLE,Managed,BDG-LLST-EN1-C516Z,114.1.187.80,114.1.187.80,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:06:38 PM UTC",7.3.1,03GRT009 LELES_TB WEST JAVA,"July 3, 2021 8:05:01 PM UTC",FOC2524N7FU
REACHABLE,Managed,BDG-LMAG-EN1-C506Z,114.1.187.221,114.1.187.221,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:18:46 PM UTC",7.3.2,03SRN716 LEMBANG_KUNTIT_SRN WEST JAVA,"February 28, 2022 8:50:10 PM UTC",FOC2551N41L
REACHABLE,Managed,BDG-LMBD-EN1-C516Z,114.1.188.7,114.1.188.7,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:19:38 PM UTC",7.3.27,03SRN168 LEMBANG_DUA WJRO,"March 15, 2022 12:27:08 PM UTC",FOC2611N7NM
REACHABLE,Managed,BDG-LMBG-AN1-C5504,114.1.187.134,114.1.187.134,Cisco NCS 5504,Completed,"July 20, 2022 8:23:08 PM UTC",7.3.2,03SRN030 LEMBANG WEST JAVA,"April 15, 2022 9:20:36 AM UTC",FOX2446PDMQ
REACHABLE,Managed,BDG-LPSR-EN1-C516Z,114.1.186.249,114.1.186.249,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:09:35 PM UTC",7.3.1,03SRN790 LAMPINGSARI_SRN WEST JAVA,"September 28, 2021 12:14:37 PM UTC",FOC2529P6X4
REACHABLE,Managed,BDG-LPTB-EN1-C506Z,114.1.188.83,114.1.188.83,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:21:17 PM UTC",7.5.2,03SRN088 LPGTEMBAK WEST JAVA,"May 10, 2022 2:10:08 AM UTC",FOC2551P4Z4
REACHABLE,Managed,BDG-LSEL-EN1-C516Z,114.1.188.201,114.1.188.201,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:24:54 PM UTC",7.5.2,600944 LINGKARSELATAN_BDG_HS WEST JAVA,"July 4, 2022 11:28:34 AM UTC",FOC2615KZ6F
REACHABLE,Managed,BDG-LSWI-EN1-C506Z,114.1.187.163,114.1.187.163,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:15:21 PM UTC",7.3.2,03BDG187 LASWI WEST JAVA,"February 8, 2022 5:56:24 PM UTC",FOC2546N932
REACHABLE,Managed,BDG-LUKI-EN1-C506Z,114.1.186.178,114.1.186.178,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:04:38 PM UTC",7.3.1,03SRN749 LUKI7_SRN WEST JAVA,"June 21, 2021 6:48:02 PM UTC",FOC2506NTGM
REACHABLE,Managed,BDG-LWGJ-AN1-C5504,114.1.187.9,114.1.187.9,Cisco NCS 5504,Completed,"July 20, 2022 8:22:18 PM UTC",7.3.2,03CMI004 LEUWIGAJAH WEST JAVA,"March 10, 2022 9:56:24 PM UTC",FOX2447P6KS
REACHABLE,Managed,BDG-LWST-EN1-C506Z,114.1.186.191,114.1.186.191,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:05:41 PM UTC",7.3.1,03BDG582 LINGGAWASTU_BDG_IB WEST JAVA,"June 30, 2021 7:22:52 PM UTC",FOC2515NZ2F
REACHABLE,Managed,BDG-MASK-EN1-C516Z,114.1.188.200,114.1.188.200,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:24:51 PM UTC",7.5.2,100501 MASKUMAMBANGTURANGGA_ST WEST JAVA,"July 4, 2022 11:27:33 AM UTC",FOC2611N7QM
REACHABLE,Managed,BDG-MDKA-EN1-C506Z,114.1.187.197,114.1.187.197,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:18:05 PM UTC",7.3.2,03BDG054 MERDEKA WEST JAVA,"February 25, 2022 2:35:33 PM UTC",FOC2551P4ZB
REACHABLE,Managed,BDG-MGGH-EN1-C506Z,114.1.186.49,114.1.186.49,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:08:19 PM UTC",7.3.1,03SRN289 MANGGAHANG_TB WEST JAVA,"August 31, 2021 7:26:32 PM UTC",FOC2522P2ML
REACHABLE,Managed,BDG-MGGR-EN1-C506Z,114.1.186.86,114.1.186.86,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:12:33 PM UTC",7.3.2,03SRN695_MENGGER_HILIR_SRN BANDUNG WEST JAVA,"November 30, 2021 7:17:41 PM UTC",FOC2542NBJN
REACHABLE,Managed,BDG-MGHS-EN1-C516Z,114.1.186.164,114.1.186.164,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:07:48 PM UTC",7.3.2,03SRN541 MARGAASIH_SRN_MT BANDUNG WEST JAVA,"August 27, 2021 2:58:40 PM UTC",FOC2528N9A1
REACHABLE,Managed,BDG-MGLD-EN1-C506Z,114.1.188.106,114.1.188.106,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:21:31 PM UTC",7.5.2,03SRN726 MANGLID_SRN_PL WEST JAVA,"May 10, 2022 3:33:19 AM UTC",FOC2551N3YC
REACHABLE,Managed,BDG-MGNR-EN1-C506Z,114.1.186.26,114.1.186.26,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:02:02 PM UTC",7.3.1,03SMD153_MANGUNARGA_SMD_TB,"March 19, 2021 1:56:20 AM UTC",FOC2502NNGW
REACHABLE,Managed,BDG-MHYU-EN1-C506Z,114.1.187.156,114.1.187.156,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:15:47 PM UTC",7.3.2,03BDG336 MARGAHAYU BANDUNG WEST JAVA,"February 12, 2022 1:31:59 AM UTC",FOC2542NBQF
REACHABLE,Managed,BDG-MICP-EN1-C506Z,114.1.187.165,114.1.187.165,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:17:33 PM UTC",7.3.2,03BDG243 MIC_PEREMPATANBINONG WEST JAVA,"February 22, 2022 10:05:28 AM UTC",FOC2551P4WL
REACHABLE,Managed,BDG-MJAL-EN1-C506Z,114.1.186.174,114.1.186.174,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:10:17 PM UTC",7.3.1,03SMD044 MESJID_NYAL WEST JAVA,"October 11, 2021 7:32:43 AM UTC",FOC2522NGFE
REACHABLE,Managed,BDG-MJAY-EN1-C516Z,114.1.186.229,114.1.186.229,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:10:39 PM UTC",7.3.1,03SRN605 MAJALAYA_SRN_MT WEST JAVA,"October 16, 2021 12:23:14 PM UTC",FOC2536N3UE
REACHABLE,Managed,BDG-MJLA-EN1-C55A2,114.0.176.8,114.0.176.8,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 8:04:52 PM UTC",7.3.1,03SRN003 STO_MAJALAYA EN1,"June 21, 2021 5:09:20 AM UTC",FOC2502R0SB
REACHABLE,Managed,BDG-MJLY-AN1-C5504,114.1.187.5,114.1.187.5,Cisco NCS 5504,Completed,"July 20, 2022 8:13:15 PM UTC",7.3.1,03SRN069 PASAR_MAJALAYA WEST JAVA,"October 8, 2021 9:47:27 PM UTC",FOX2450P3GM
REACHABLE,Managed,BDG-MJSR-EN1-C506Z,114.1.186.206,114.1.186.206,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:10:31 PM UTC",7.3.1,03GRT191 MAJASARI_GRT WEST JAVA,"October 18, 2021 4:18:57 PM UTC",FOC2522P2L9
REACHABLE,Managed,BDG-MJSS-EN1-C516Z,114.1.186.211,114.1.186.211,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:12:54 PM UTC",7.3.2,03SUB040 MAJASARI_SUB SUBANG WEST JAVA ,"December 5, 2021 2:10:42 PM UTC",FOC2536N41Z
REACHABLE,Managed,BDG-MKBK-EN1-C516Z,114.1.188.13,114.1.188.13,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:15:15 PM UTC",7.3.2,03SMD196 MEKARBAKTI_SMD BANDUNG WEST JAVA ,"February 8, 2022 12:10:04 PM UTC",FOC2552NAAW
REACHABLE,Managed,BDG-MKMJ-EN1-C506Z,114.1.186.143,114.1.186.143,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:24:10 PM UTC",7.5.2,03SRN163 MEKARMAJU_TB BANDUNG WJRO,"June 8, 2022 3:55:36 PM UTC",FOC2503PG7G
REACHABLE,Managed,BDG-MKRI-EN1-C506Z,114.1.187.157,114.1.187.157,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:15:54 PM UTC",7.3.2,03BDG494 MERKURI_TGH_PL WEST JAVA,"February 12, 2022 1:32:08 AM UTC",FOC2541N5EP
REACHABLE,Managed,BDG-MLOG-EN1-C516Z,114.1.188.212,114.1.188.212,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:25:01 PM UTC",7.5.2,600973 MELONG_BDG_PL WEST JAVA,"July 4, 2022 1:46:05 PM UTC",FOC2614PDJY
REACHABLE,Managed,BDG-MLSR-EN1-C506Z,114.1.188.104,114.1.188.104,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:17:12 PM UTC",7.3.2,03SRN536_MALAKASARI_SRN_ST BANDUNG WEST JAVA,"February 20, 2022 1:06:15 PM UTC",FOC2546N938
REACHABLE,Managed,BDG-MMCG-EN1-C506Z,114.1.186.95,114.1.186.95,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:23:44 PM UTC",7.5.2,03SUB014 MAMAN_CAGAK BANDUNG WJRO,"May 30, 2022 4:15:28 PM UTC",FOC2551P4XP
UNREACHABLE,Managed,BDG-MMCL-EN1-C506Z,114.1.188.174,114.1.188.174,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"June 6, 2022 8:11:58 PM UTC",7.5.2,603584 MEKARMUKTICILILIN_PL WEST JAVA,"May 31, 2022 4:38:48 PM UTC",FOC2545N7YX
REACHABLE,Managed,BDG-MNDS-EN1-C506Z,114.1.186.151,114.1.186.151,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:05:39 PM UTC",7.3.1,03SUB074 MUNDUSARI_TB BANDUNG WEST JAVA,"June 8, 2021 3:31:27 AM UTC",FOC2503PG93
REACHABLE,Managed,BDG-MNJH-EN1-C506Z,114.1.186.48,114.1.186.48,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:03:53 PM UTC",7.3.2,03BDG586 MANJAHLEGA_BDG_TB WEST JAVA,"June 4, 2021 2:59:53 PM UTC",FOC2523N4DC
REACHABLE,Managed,BDG-MNJT-EN1-C506Z,114.1.187.253,114.1.187.253,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:14:00 PM UTC",7.3.2,03SUB075 MUNJUL_TB WEST JAVA,"February 8, 2022 4:33:19 AM UTC",FOC2542NBP1
REACHABLE,Managed,BDG-MRGA-EN1-C506Z,114.1.188.109,114.1.188.109,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:19:06 PM UTC",7.3.2,03SRN817 MARGAASIH_SRN WEST JAVA,"March 7, 2022 3:43:21 AM UTC",FOC2551N41H
REACHABLE,Managed,BDG-MRGM-EN1-C516Z,114.1.188.17,114.1.188.17,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:18:29 PM UTC",7.3.27,03SMD205 MARGAMEKAR_SMD WEST JAVA,"February 25, 2022 8:40:16 PM UTC",FOC2612NQZU
REACHABLE,Managed,BDG-MRHY-EN1-C516Z,114.1.187.100,114.1.187.100,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:08:54 PM UTC",7.3.1,03SRN182 MEKARRAHAYU_TB WEST JAVA,"September 12, 2021 12:23:40 AM UTC",FOC2529NMX9
REACHABLE,Managed,BDG-MSTB-EN1-C516Z,114.1.186.138,114.1.186.138,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:25:38 PM UTC",7.5.2,03SRN692 MASTEX_SRN_TB WEST JAVA,"July 13, 2022 9:58:30 PM UTC",FOC2614K9B0
REACHABLE,Managed,BDG-MSWT-EN1-C516Z,114.1.188.5,114.1.188.5,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 21, 2022 12:03:47 AM UTC",7.5.2,03SRN078 MASWATI WEST JAVA,"February 15, 2022 8:41:00 AM UTC",FOC2615KZKE
REACHABLE,Managed,BDG-MTWG-EN1-C516Z,114.1.188.22,114.1.188.22,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:23:17 PM UTC",7.5.2,03BDG174 MELATIWANGI BANDUNG WJRO,"May 26, 2022 5:29:22 AM UTC",FOC2612NR38
REACHABLE,Managed,BDG-NCTR-EN1-C516Z,114.1.187.81,114.1.187.81,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:07:01 PM UTC",7.3.1,03SUB035 NDL_NEWCIATER WEST JAVA,"July 18, 2021 5:24:34 PM UTC",FOC2524NTWW
UNREACHABLE,Managed,BDG-NDCW-EN1-C516Z,114.1.188.116,114.1.188.116,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 16, 2022 8:22:01 PM UTC",7.5.2,03GRT067 NODAL CISEWU WEST JAVA,"May 12, 2022 5:37:17 PM UTC",FOC2615KZ71
REACHABLE,Managed,BDG-NDWD-EN1-C516Z,114.1.187.73,114.1.187.73,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:05:44 PM UTC",7.3.1,03SMD058 NODAL_WADO WEST JAVA,"June 29, 2021 8:25:39 PM UTC",FOC2522N02Y
REACHABLE,Managed,BDG-NGJT-EN1-C506Z,114.1.187.255,114.1.187.255,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:13:41 PM UTC",7.3.2,03SUB071 NAGROGJAYA_PL WEST JAVA,"January 11, 2022 4:26:30 PM UTC",FOC2542N033
REACHABLE,Managed,BDG-NGRK-EN1-C516Z,114.1.187.82,114.1.187.82,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:07:16 PM UTC",7.3.1,03SMD021 WADO WEST JAVA,"July 6, 2021 8:45:50 PM UTC",FOC2525NP0T
REACHABLE,Managed,BDG-NGRP-EN1-C506Z,114.1.187.138,114.1.187.138,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:17:56 PM UTC",7.3.2,03BDG261 NGAMPRAH_PL WEST JAVA,"February 24, 2022 9:14:25 PM UTC",FOC2551N3ZQ
REACHABLE,Managed,BDG-NICL-AN1-C5504,114.1.187.8,114.1.187.8,Cisco NCS 5504,Completed,"July 20, 2022 8:15:22 PM UTC",7.3.2,03BDG045 NICOLE WEST JAVA,"November 26, 2021 1:25:32 AM UTC",FOX2512P14P
REACHABLE,Managed,BDG-NJMS-EN1-C516Z,114.1.186.166,114.1.186.166,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:08:11 PM UTC",7.3.1,03SRN157 NANJUNGMASIH_PL SUKABUMI WEST JAVA,"August 27, 2021 3:06:21 PM UTC",FOC2528N97C
REACHABLE,Managed,BDG-NJNG-EN1-C516Z,114.1.186.165,114.1.186.165,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:08:25 PM UTC",7.3.1,03SRN008 NANJUNG BANDUNG WEST JAVA,"August 27, 2021 3:12:57 PM UTC",FOC2528NHNM
REACHABLE,Managed,BDG-NJUC-EN1-C506Z,114.1.187.208,114.1.187.208,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:18:56 PM UTC",7.3.2,03SRN070 NANJUNG_CPATIK WEST JAVA,"March 3, 2022 10:06:00 AM UTC",FOC2551P4UT
REACHABLE,Managed,BDG-NODL-EN1-C55A2,114.0.176.19,114.0.176.19,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 8:02:14 PM UTC",7.3.1,03SRN231 - NDL_KAWAHPUTIH_PL EN1 - BANDUNG - WEST JAVA,"May 3, 2021 5:21:07 PM UTC",FOC2452R037
REACHABLE,Managed,BDG-NPWD-EN1-C516Z,114.1.187.101,114.1.187.101,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:09:16 PM UTC",7.3.1,03SUB015 NINA_PWDADI WEST JAVA,"September 14, 2021 9:38:54 PM UTC",FOC2523NGAS
